"조회기간","시도","시군구","용도업종(소)","판매량"
"2016-11","경기도","수원시","석탄.원유","124723"
"2016-11","경기도","수원시","금속비금속","3111"
"2016-11","경기도","수원시","목재.나무","32985"
"2016-11","경기도","수원시","펄프.종이","77263"
"2016-11","경기도","수원시","출판.인쇄","265150"
"2016-11","경기도","수원시","1차금속","794580"
"2016-11","경기도","수원시","조립금속","2041157"
"2016-11","경기도","수원시","기타기계","4901617"
"2016-11","경기도","수원시","사무기기","408987"
"2016-11","경기도","수원시","전기기기","772875"
"2016-11","경기도","수원시","영상.음향","9240708"
"2016-11","경기도","수원시","의료.광학","2393220"
"2016-11","경기도","수원시","자동차","2427303"
"2016-11","경기도","수원시","기타운송","117026"
"2016-11","경기도","수원시","가구및기타","147297"
"2016-11","경기도","수원시","재생재료","10132"
"2016-11","경기도","수원시","식료품제조","4193331"
"2016-11","경기도","수원시","음료품제조","177977"
"2016-11","경기도","수원시","섬유","216198"
"2016-11","경기도","수원시","의복.모피","557651"
"2016-11","경기도","수원시","가죽.신발","19651"
"2016-11","경기도","수원시","화학제품","2240207"
"2016-11","경기도","수원시","고무.플라","16965157"
"2016-11","경기도","수원시","유리","35526"
"2016-11","경기도","수원시","시멘트","273773"
"2016-11","경기도","시흥시","가정용","40954764"
"2016-11","경기도","시흥시","전철","566591"
"2016-11","경기도","시흥시","국군용","450959"
"2016-11","경기도","시흥시","기타공공용","4489888"
"2016-11","경기도","시흥시","관공용","2346951"
"2016-11","경기도","시흥시","수도","4005888"
"2016-11","경기도","시흥시","사업자용","156832"
"2016-11","경기도","시흥시","순수써비스","60328302"
"2016-11","경기도","시흥시","농업.임업","1920122"
"2016-11","경기도","시흥시","어업","37005"
"2016-11","경기도","시흥시","금속비금속","485662"
"2016-11","경기도","시흥시","목재.나무","15138586"
"2016-11","경기도","시흥시","펄프.종이","13762051"
"2016-11","경기도","시흥시","출판.인쇄","1414119"
"2016-11","경기도","시흥시","1차금속","16969232"
"2016-11","경기도","시흥시","조립금속","32328281"
"2016-11","경기도","시흥시","기타기계","33911165"
"2016-11","경기도","시흥시","사무기기","305327"
"2016-11","경기도","시흥시","전기기기","8635789"
"2016-11","경기도","시흥시","영상.음향","21212484"
"2016-11","경기도","시흥시","의료.광학","6847575"
"2016-11","경기도","시흥시","자동차","19735341"
"2016-11","경기도","시흥시","기타운송","280105"
"2016-11","경기도","시흥시","가구및기타","7677589"
"2016-11","경기도","시흥시","재생재료","239296"
"2016-11","경기도","시흥시","식료품제조","5788948"
"2016-11","경기도","시흥시","음료품제조","35654"
"2016-11","경기도","시흥시","섬유","7401425"
"2016-11","경기도","시흥시","의복.모피","578994"
"2016-11","경기도","시흥시","가죽.신발","284080"
"2016-11","경기도","시흥시","석유정제","76848"
"2016-11","경기도","시흥시","화학제품","21876773"
"2016-11","경기도","시흥시","고무.플라","10045428"
"2016-11","경기도","시흥시","유리","675853"
"2016-11","경기도","시흥시","시멘트","2865651"
"2016-11","경기도","안산시","가정용","68163244"
"2016-11","경기도","안산시","국군용","94902"
"2016-11","경기도","안산시","기타공공용","8188143"
"2016-11","경기도","안산시","관공용","15053648"
"2016-11","경기도","안산시","수도","2154341"
"2016-11","경기도","안산시","사업자용","197192"
"2016-11","경기도","안산시","전철","1449"
"2016-11","경기도","안산시","순수써비스","95208783"
"2016-11","경기도","안산시","농업.임업","1562865"
"2016-11","경기도","안산시","어업","95794"
"2016-11","경기도","안산시","석탄.원유","2083"
"2016-11","경기도","안산시","금속비금속","948023"
"2016-11","경기도","안산시","목재.나무","3216620"
"2016-11","경기도","안산시","펄프.종이","40886678"
"2016-11","경기도","안산시","출판.인쇄","11712998"
"2016-11","경기도","안산시","1차금속","40025805"
"2016-11","경기도","안산시","조립금속","38529463"
"2016-11","경기도","안산시","기타기계","34915319"
"2016-11","경기도","안산시","사무기기","2151150"
"2016-11","경기도","안산시","전기기기","20255051"
"2016-11","경기도","안산시","영상.음향","110512907"
"2016-11","경기도","안산시","의료.광학","24643604"
"2016-11","경기도","안산시","자동차","33291563"
"2016-11","경기도","안산시","기타운송","366391"
"2016-11","경기도","안산시","가구및기타","7622212"
"2016-11","경기도","안산시","재생재료","297383"
"2016-11","경기도","안산시","식료품제조","16102895"
"2016-11","경기도","안산시","음료품제조","1632217"
"2016-11","경기도","안산시","담배제조업","33274"
"2016-11","경기도","안산시","섬유","30142750"
"2016-11","경기도","안산시","의복.모피","5408162"
"2016-11","경기도","안산시","가죽.신발","884772"
"2016-11","경기도","안산시","석유정제","1212888"
"2016-11","경기도","안산시","화학제품","40585262"
"2016-11","경기도","안산시","고무.플라","9218568"
"2016-11","경기도","안산시","유리","3040971"
"2016-11","경기도","안산시","시멘트","5776511"
"2016-11","경기도","안성시","가정용","18816015"
"2016-11","경기도","안성시","국군용","73276"
"2016-11","경기도","안성시","기타공공용","4931893"
"2016-11","경기도","안성시","관공용","1857495"
"2016-11","경기도","안성시","수도","1681416"
"2016-11","경기도","안성시","사업자용","679382"
"2016-11","경기도","안성시","순수써비스","54301849"
"2016-11","경기도","안성시","농업.임업","23416141"
"2016-11","경기도","안성시","어업","351552"
"2016-11","경기도","안성시","금속비금속","1910899"
"2016-11","경기도","안성시","목재.나무","805008"
"2016-11","경기도","안성시","펄프.종이","4127334"
"2016-11","경기도","안성시","출판.인쇄","1561709"
"2016-11","경기도","안성시","1차금속","6344613"
"2016-11","경기도","안성시","조립금속","5024696"
"2016-11","경기도","안성시","기타기계","8282355"
"2016-11","경기도","안성시","사무기기","383633"
"2016-11","경기도","안성시","전기기기","5190571"
"2016-11","경기도","안성시","영상.음향","25562692"
"2016-11","경기도","안성시","의료.광학","3584988"
"2016-11","경기도","안성시","자동차","10866552"
"2016-11","경기도","안성시","기타운송","354448"
"2016-11","경기도","안성시","가구및기타","2938995"
"2016-11","경기도","안성시","재생재료","535425"
"2016-11","경기도","안성시","식료품제조","14441129"
"2016-11","경기도","안성시","음료품제조","2457320"
"2016-11","경기도","안성시","담배제조업","179766"
"2016-11","경기도","안성시","섬유","2490310"
"2016-11","경기도","안성시","의복.모피","21191"
"2016-11","경기도","안성시","가죽.신발","706365"
"2016-11","경기도","안성시","석유정제","4944"
"2016-11","경기도","안성시","화학제품","15822376"
"2016-11","경기도","안성시","고무.플라","8205289"
"2016-11","경기도","안성시","유리","1189082"
"2016-11","경기도","안성시","시멘트","6200597"
"2016-11","경기도","안양시","가정용","60031524"
"2016-11","경기도","안양시","국군용","846981"
"2016-11","경기도","안양시","기타공공용","4655246"
"2016-11","경기도","안양시","관공용","10626837"
"2016-11","경기도","안양시","수도","2643435"
"2016-11","경기도","안양시","사업자용","210663"
"2016-11","경기도","안양시","순수써비스","89780869"
"2016-11","경기도","안양시","농업.임업","64675"
"2016-11","경기도","안양시","금속비금속","102658"
"2016-11","경기도","안양시","목재.나무","49238"
"2016-11","경기도","안양시","펄프.종이","624742"
"2016-11","경기도","안양시","출판.인쇄","887000"
"2016-11","경기도","안양시","1차금속","2250141"
"2016-11","경기도","안양시","조립금속","1240997"
"2016-11","경기도","안양시","기타기계","2573848"
"2016-11","경기도","안양시","사무기기","572529"
"2016-11","경기도","안양시","전기기기","789266"
"2016-11","경기도","안양시","영상.음향","3624690"
"2016-11","경기도","안양시","의료.광학","586342"
"2016-11","경기도","안양시","자동차","1025223"
"2016-11","경기도","안양시","기타운송","62711"
"2016-11","경기도","안양시","가구및기타","1044933"
"2016-11","경기도","안양시","재생재료","101109"
"2016-11","경기도","안양시","어업","2373"
"2016-11","경기도","안양시","식료품제조","3022200"
"2016-11","경기도","안양시","음료품제조","223100"
"2016-11","경기도","안양시","섬유","206928"
"2016-11","경기도","안양시","의복.모피","257462"
"2016-11","경기도","안양시","가죽.신발","71311"
"2016-11","경기도","안양시","화학제품","6245010"
"2016-11","경기도","안양시","고무.플라","884480"
"2016-11","경기도","안양시","유리","2334798"
"2016-11","경기도","안양시","시멘트","2204084"
"2016-11","경기도","양주시","가정용","17708853"
"2016-11","경기도","양주시","국군용","3678400"
"2016-11","경기도","양주시","유엔군용","13968"
"2016-11","경기도","양주시","기타공공용","1699681"
"2016-11","경기도","양주시","관공용","2659260"
"2016-11","경기도","양주시","수도","2613273"
"2016-11","경기도","양주시","사업자용","131683"
"2016-11","경기도","양주시","전철","2606"
"2016-11","경기도","양주시","순수써비스","44997488"
"2016-11","경기도","양주시","농업.임업","6792778"
"2016-11","경기도","양주시","어업","9676"
"2016-11","경기도","양주시","석탄.원유","1462"
"2016-11","경기도","양주시","금속비금속","2344631"
"2016-11","경기도","양주시","목재.나무","565592"
"2016-11","경기도","양주시","펄프.종이","2112112"
"2016-11","경기도","양주시","출판.인쇄","500197"
"2016-11","경기도","양주시","1차금속","7469966"
"2016-11","경기도","양주시","조립금속","4163415"
"2016-11","경기도","양주시","기타기계","3411870"
"2016-11","경기도","양주시","사무기기","291587"
"2016-11","경기도","양주시","전기기기","2093747"
"2016-11","경기도","양주시","영상.음향","3046885"
"2016-11","경기도","양주시","의료.광학","830286"
"2016-11","경기도","양주시","자동차","623849"
"2016-11","경기도","양주시","기타운송","27719"
"2016-11","경기도","양주시","가구및기타","2728697"
"2016-11","경기도","양주시","재생재료","156795"
"2016-11","경기도","양주시","식료품제조","6056256"
"2016-11","경기도","양주시","음료품제조","326598"
"2016-11","경기도","양주시","섬유","36052775"
"2016-11","경기도","양주시","의복.모피","1122410"
"2016-11","경기도","양주시","가죽.신발","2532227"
"2016-11","경기도","양주시","석유정제","3006"
"2016-11","경기도","양주시","화학제품","10147840"
"2016-11","경기도","양주시","고무.플라","10058798"
"2016-11","경기도","양주시","유리","879100"
"2016-11","경기도","양주시","시멘트","3287202"
"2016-11","경기도","양평군","가정용","11327284"
"2016-11","경기도","양평군","국군용","1461020"
"2016-11","경기도","양평군","유엔군용","8322"
"2016-11","경기도","양평군","기타공공용","1481535"
"2016-11","경기도","양평군","관공용","2573107"
"2016-11","경기도","양평군","수도","1055954"
"2016-11","경기도","양평군","사업자용","52244"
"2016-11","경기도","양평군","전철","2769991"
"2016-11","경기도","양평군","순수써비스","41743196"
"2016-11","경기도","양평군","농업.임업","13653919"
"2016-11","경기도","양평군","어업","192805"
"2016-11","경기도","양평군","금속비금속","168119"
"2016-11","경기도","양평군","목재.나무","98679"
"2016-11","경기도","양평군","펄프.종이","20119"
"2016-11","경기도","양평군","출판.인쇄","98580"
"2016-11","경기도","양평군","1차금속","28450"
"2016-11","경기도","양평군","조립금속","22096"
"2016-11","경기도","양평군","기타기계","14504"
"2016-11","경기도","양평군","전기기기","1447"
"2016-11","경기도","양평군","영상.음향","4398"
"2016-11","경기도","양평군","의료.광학","2197"
"2016-11","경기도","양평군","자동차","1196"
"2016-11","경기도","양평군","기타운송","8575"
"2016-11","경기도","양평군","가구및기타","121200"
"2016-11","경기도","양평군","재생재료","4906"
"2016-11","경기도","양평군","식료품제조","856480"
"2016-11","경기도","양평군","음료품제조","57590"
"2016-11","경기도","양평군","섬유","91904"
"2016-11","경기도","양평군","의복.모피","14245"
"2016-11","경기도","양평군","가죽.신발","47314"
"2016-11","경기도","양평군","화학제품","87485"
"2016-11","경기도","양평군","고무.플라","13232"
"2016-11","경기도","양평군","유리","302"
"2016-11","경기도","양평군","시멘트","558004"
"2016-11","경기도","여주시","가정용","10799829"
"2016-11","경기도","여주시","국군용","377837"
"2016-11","경기도","여주시","기타공공용","1711750"
"2016-11","경기도","여주시","관공용","2701879"
"2016-11","경기도","여주시","수도","529342"
"2016-11","경기도","여주시","사업자용","45449"
"2016-11","경기도","여주시","전철","1080"
"2016-11","경기도","여주시","순수써비스","40676598"
"2016-11","경기도","여주시","농업.임업","20791357"
"2016-11","경기도","여주시","어업","147197"
"2016-11","경기도","여주시","금속비금속","862471"
"2016-11","경기도","여주시","목재.나무","621508"
"2016-11","경기도","여주시","펄프.종이","740894"
"2016-11","경기도","여주시","출판.인쇄","11961"
"2016-11","경기도","여주시","1차금속","1475062"
"2016-11","경기도","여주시","조립금속","1126496"
"2016-11","경기도","여주시","기타기계","369650"
"2016-11","경기도","여주시","사무기기","162282"
"2016-11","경기도","여주시","전기기기","198405"
"2016-11","경기도","여주시","영상.음향","666123"
"2016-11","경기도","여주시","의료.광학","686435"
"2016-11","경기도","여주시","자동차","341242"
"2016-11","경기도","여주시","기타운송","10426"
"2016-11","경기도","여주시","가구및기타","1515406"
"2016-11","경기도","여주시","재생재료","112121"
"2016-11","경기도","여주시","식료품제조","1867468"
"2016-11","경기도","여주시","음료품제조","2037842"
"2016-11","경기도","여주시","섬유","531697"
"2016-11","경기도","여주시","의복.모피","21565"
"2016-11","경기도","여주시","가죽.신발","139832"
"2016-11","경기도","여주시","석유정제","14324"
"2016-11","경기도","여주시","화학제품","1687168"
"2016-11","경기도","여주시","고무.플라","1351017"
"2016-11","경기도","여주시","유리","19455444"
"2016-11","경기도","여주시","시멘트","6373541"
"2016-11","경기도","연천군","가정용","4124187"
"2016-11","경기도","연천군","국군용","4305316"
"2016-11","경기도","연천군","유엔군용","48255"
"2016-11","경기도","연천군","기타공공용","693970"
"2016-11","경기도","연천군","관공용","2122769"
"2016-11","경기도","연천군","수도","2214559"
"2016-11","경기도","연천군","사업자용","41546"
"2016-11","경기도","연천군","순수써비스","14413784"
"2016-11","경기도","연천군","농업.임업","7687567"
"2016-11","경기도","연천군","어업","49860"
"2016-11","경기도","연천군","석탄.원유","5210"
"2016-11","경기도","연천군","금속비금속","1060579"
"2016-11","경기도","연천군","목재.나무","25255"
"2016-11","경기도","연천군","펄프.종이","1586"
"2016-11","경기도","연천군","출판.인쇄","1538"
"2016-11","경기도","연천군","1차금속","650483"
"2016-11","경기도","연천군","조립금속","241861"
"2016-11","경기도","연천군","기타기계","623994"
"2016-11","경기도","연천군","전기기기","24205"
"2016-11","경기도","연천군","영상.음향","92858"
"2016-11","경기도","연천군","의료.광학","23590"
"2016-11","경기도","연천군","자동차","10135"
"2016-11","경기도","연천군","기타운송","4101"
"2016-11","경기도","연천군","가구및기타","72471"
"2016-11","경기도","연천군","재생재료","56203"
"2016-11","경기도","연천군","식료품제조","1776823"
"2016-11","경기도","연천군","음료품제조","1072699"
"2016-11","경기도","연천군","섬유","2721054"
"2016-11","경기도","연천군","의복.모피","50445"
"2016-11","경기도","연천군","가죽.신발","385228"
"2016-11","경기도","연천군","석유정제","7753"
"2016-11","경기도","연천군","화학제품","522979"
"2016-11","경기도","연천군","고무.플라","1089816"
"2016-11","경기도","연천군","시멘트","973137"
"2016-11","경기도","오산시","가정용","22102060"
"2016-11","경기도","오산시","국군용","19407"
"2016-11","경기도","오산시","기타공공용","3489655"
"2016-11","경기도","오산시","관공용","3342779"
"2016-11","경기도","오산시","수도","353666"
"2016-11","경기도","오산시","사업자용","42621"
"2016-11","경기도","오산시","순수써비스","28725898"
"2016-11","경기도","오산시","농업.임업","913773"
"2016-11","경기도","오산시","어업","811"
"2016-11","경기도","오산시","금속비금속","17396"
"2016-11","경기도","오산시","목재.나무","39747"
"2016-11","경기도","오산시","펄프.종이","12593475"
"2016-11","경기도","오산시","출판.인쇄","33834"
"2016-11","경기도","오산시","1차금속","1369862"
"2016-11","경기도","오산시","조립금속","2352099"
"2016-11","경기도","오산시","기타기계","2695943"
"2016-11","경기도","오산시","사무기기","250861"
"2016-11","경기도","오산시","전기기기","1429259"
"2016-11","경기도","오산시","영상.음향","10726270"
"2016-11","경기도","오산시","의료.광학","784496"
"2016-11","경기도","오산시","자동차","744026"
"2016-11","경기도","오산시","기타운송","4661"
"2016-11","경기도","오산시","가구및기타","259880"
"2016-11","경기도","오산시","재생재료","67640"
"2016-11","경기도","오산시","식료품제조","975257"
"2016-11","경기도","오산시","섬유","9696"
"2016-11","경기도","오산시","의복.모피","4334"
"2016-11","경기도","오산시","가죽.신발","1174"
"2016-11","경기도","오산시","화학제품","2992784"
"2016-11","경기도","오산시","고무.플라","496207"
"2016-11","경기도","오산시","유리","207655"
"2016-11","경기도","오산시","시멘트","40016"
"2016-11","경기도","용인시","가정용","106991620"
"2016-11","경기도","용인시","국군용","2908648"
"2016-11","경기도","용인시","유엔군용","95317"
"2016-11","경기도","용인시","기타공공용","21888181"
"2016-11","경기도","용인시","관공용","8059343"
"2016-11","경기도","용인시","수도","5489265"
"2016-11","경기도","용인시","사업자용","270145"
"2016-11","경기도","용인시","순수써비스","221688040"
"2016-11","경기도","용인시","농업.임업","8847044"
"2016-11","경기도","용인시","어업","41808"
"2016-11","경기도","용인시","금속비금속","3647771"
"2016-11","경기도","용인시","목재.나무","1669506"
"2016-11","경기도","용인시","펄프.종이","6077086"
"2016-11","경기도","용인시","출판.인쇄","1960913"
"2016-11","경기도","용인시","1차금속","1754109"
"2016-11","경기도","용인시","조립금속","3427971"
"2016-11","경기도","용인시","기타기계","5785903"
"2016-11","경기도","용인시","사무기기","705597"
"2016-11","경기도","용인시","전기기기","1734905"
"2016-11","경기도","용인시","영상.음향","219590302"
"2016-11","경기도","용인시","의료.광학","5060994"
"2016-11","경기도","용인시","자동차","1804028"
"2016-11","경기도","용인시","기타운송","15447"
"2016-11","경기도","용인시","가구및기타","3148035"
"2016-11","경기도","용인시","재생재료","599203"
"2016-11","경기도","용인시","식료품제조","10022875"
"2016-11","경기도","용인시","음료품제조","485927"
"2016-11","경기도","용인시","섬유","6046546"
"2016-11","경기도","용인시","의복.모피","116856"
"2016-11","경기도","용인시","가죽.신발","245305"
"2016-11","경기도","용인시","석유정제","30236"
"2016-11","경기도","용인시","화학제품","75315147"
"2016-11","경기도","용인시","고무.플라","11189261"
"2016-11","경기도","용인시","유리","966471"
"2016-11","경기도","용인시","시멘트","4315785"
"2016-11","경기도","의왕시","가정용","15563339"
"2016-11","경기도","의왕시","국군용","11786"
"2016-11","경기도","의왕시","기타공공용","1445301"
"2016-11","경기도","의왕시","관공용","1507812"
"2016-11","경기도","의왕시","수도","1393434"
"2016-11","경기도","의왕시","사업자용","129627"
"2016-11","경기도","의왕시","순수써비스","25529764"
"2016-11","경기도","의왕시","농업.임업","639828"
"2016-11","경기도","의왕시","어업","7493"
"2016-11","경기도","의왕시","금속비금속","86226"
"2016-11","경기도","의왕시","목재.나무","883"
"2016-11","경기도","의왕시","펄프.종이","87358"
"2016-11","경기도","의왕시","출판.인쇄","657490"
"2016-11","경기도","의왕시","1차금속","694793"
"2016-11","경기도","의왕시","조립금속","794096"
"2016-11","경기도","의왕시","기타기계","2454908"
"2016-11","경기도","의왕시","사무기기","47841"
"2016-11","경기도","의왕시","전기기기","97730"
"2016-11","경기도","의왕시","영상.음향","997748"
"2016-11","경기도","의왕시","의료.광학","248655"
"2016-11","경기도","의왕시","자동차","182000"
"2016-11","경기도","의왕시","기타운송","74"
"2016-11","경기도","의왕시","가구및기타","288101"
"2016-11","경기도","의왕시","식료품제조","286498"
"2016-11","경기도","의왕시","음료품제조","47325"
"2016-11","경기도","의왕시","섬유","144810"
"2016-11","경기도","의왕시","의복.모피","129296"
"2016-11","경기도","의왕시","가죽.신발","311"
"2016-11","경기도","의왕시","화학제품","435126"
"2016-11","경기도","의왕시","고무.플라","1216750"
"2016-11","경기도","의왕시","유리","72624"
"2016-11","경기도","의왕시","시멘트","638104"
"2016-11","경기도","의정부시","가정용","42443906"
"2016-11","경기도","의정부시","국군용","333163"
"2016-11","경기도","의정부시","기타공공용","3001793"
"2016-11","경기도","의정부시","사업자용","303687"
"2016-11","경기도","의정부시","수도","2570858"
"2016-11","경기도","의정부시","관공용","12310883"
"2016-11","경기도","의정부시","유엔군용","2343875"
"2016-11","경기도","의정부시","전철","927396"
"2016-11","경기도","의정부시","화학제품","147740"
"2016-11","경기도","의정부시","석유정제","747"
"2016-11","경기도","의정부시","가죽.신발","81529"
"2016-11","경기도","의정부시","의복.모피","832526"
"2016-11","경기도","의정부시","섬유","585119"
"2016-11","경기도","의정부시","음료품제조","77981"
"2016-11","경기도","의정부시","식료품제조","664843"
"2016-11","경기도","의정부시","재생재료","18137"
"2016-11","경기도","의정부시","가구및기타","735202"
"2016-11","경기도","의정부시","시멘트","658918"
"2016-11","경기도","의정부시","유리","39439"
"2016-11","경기도","의정부시","고무.플라","309194"
"2016-11","경기도","의정부시","기타운송","2101"
"2016-11","경기도","의정부시","자동차","38196"
"2016-11","경기도","의정부시","의료.광학","163070"
"2016-11","경기도","의정부시","영상.음향","355352"
"2016-11","경기도","의정부시","전기기기","183458"
"2016-11","경기도","의정부시","사무기기","8424"
"2016-11","경기도","의정부시","기타기계","170631"
"2016-11","경기도","의정부시","조립금속","173170"
"2016-11","경기도","의정부시","1차금속","25945"
"2016-11","경기도","의정부시","출판.인쇄","89900"
"2016-11","경기도","의정부시","펄프.종이","22578"
"2016-11","경기도","의정부시","목재.나무","58698"
"2016-11","경기도","의정부시","금속비금속","5456"
"2016-11","경기도","의정부시","어업","16016"
"2016-11","경기도","의정부시","농업.임업","431564"
"2016-11","경기도","의정부시","순수써비스","54602171"
"2016-11","경기도","이천시","가정용","20518579"
"2016-11","경기도","이천시","국군용","2987597"
"2016-11","경기도","이천시","기타공공용","3101411"
"2016-11","경기도","이천시","관공용","1698330"
"2016-11","경기도","이천시","수도","586171"
"2016-11","경기도","이천시","사업자용","115156"
"2016-11","경기도","이천시","순수써비스","65265510"
"2016-11","경기도","이천시","농업.임업","29294902"
"2016-11","경기도","이천시","전철","113700"
"2016-11","경기도","이천시","어업","30011"
"2016-11","경기도","이천시","금속비금속","535763"
"2016-11","경기도","이천시","목재.나무","1088711"
"2016-11","경기도","이천시","펄프.종이","891878"
"2016-11","경기도","이천시","출판.인쇄","990665"
"2016-11","경기도","이천시","1차금속","3191918"
"2016-11","경기도","이천시","조립금속","1866664"
"2016-11","경기도","이천시","기타기계","5496098"
"2016-11","경기도","이천시","사무기기","6406"
"2016-11","경기도","이천시","전기기기","1047036"
"2016-11","경기도","이천시","영상.음향","251085113"
"2016-11","경기도","이천시","의료.광학","3460018"
"2016-11","경기도","이천시","자동차","992300"
"2016-11","경기도","이천시","기타운송","5512"
"2016-11","경기도","이천시","가구및기타","946469"
"2016-11","경기도","이천시","재생재료","379039"
"2016-11","경기도","이천시","식료품제조","19156416"
"2016-11","경기도","이천시","음료품제조","5122584"
"2016-11","경기도","이천시","섬유","2554590"
"2016-11","경기도","이천시","의복.모피","126992"
"2016-11","경기도","이천시","가죽.신발","88022"
"2016-11","경기도","이천시","석유정제","5904"
"2016-11","경기도","이천시","화학제품","4268462"
"2016-11","경기도","이천시","고무.플라","2661419"
"2016-11","경기도","이천시","유리","1540188"
"2016-11","경기도","이천시","시멘트","3030772"
"2016-11","경기도","파주시","가정용","43421980"
"2016-11","경기도","파주시","국군용","6844121"
"2016-11","경기도","파주시","유엔군용","179242"
"2016-11","경기도","파주시","기타공공용","3712239"
"2016-11","경기도","파주시","관공용","10027819"
"2016-11","경기도","파주시","수도","2360177"
"2016-11","경기도","파주시","사업자용","220256"
"2016-11","경기도","파주시","전철","429583"
"2016-11","경기도","파주시","순수써비스","84883803"
"2016-11","경기도","파주시","농업.임업","14389877"
"2016-11","경기도","파주시","어업","630115"
"2016-11","경기도","파주시","금속비금속","1712137"
"2016-11","경기도","파주시","목재.나무","1254418"
"2016-11","경기도","파주시","펄프.종이","7570364"
"2016-11","경기도","파주시","출판.인쇄","14819195"
"2016-11","경기도","파주시","1차금속","4440818"
"2016-11","경기도","파주시","조립금속","6327014"
"2016-11","경기도","파주시","기타기계","5859713"
"2016-11","경기도","파주시","사무기기","11425610"
"2016-11","경기도","파주시","전기기기","1746959"
"2016-11","경기도","파주시","영상.음향","374312133"
"2016-11","경기도","파주시","의료.광학","847909"
"2016-11","경기도","파주시","자동차","1389272"
"2016-11","경기도","파주시","기타운송","181149"
"2016-11","경기도","파주시","가구및기타","6759075"
"2016-11","경기도","파주시","재생재료","513683"
"2016-11","경기도","파주시","식료품제조","7727741"
"2016-11","경기도","파주시","음료품제조","70668"
"2016-11","경기도","파주시","섬유","2100773"
"2016-11","경기도","파주시","의복.모피","318749"
"2016-11","경기도","파주시","가죽.신발","452020"
"2016-11","경기도","파주시","석유정제","8964"
"2016-11","경기도","파주시","화학제품","31259392"
"2016-11","경기도","파주시","고무.플라","7499596"
"2016-11","경기도","파주시","유리","23204914"
"2016-11","경기도","파주시","시멘트","3468191"
"2016-11","경기도","평택시","가정용","49385118"
"2016-11","경기도","평택시","국군용","4325634"
"2016-11","경기도","평택시","유엔군용","18591926"
"2016-11","경기도","평택시","기타공공용","28500060"
"2016-11","경기도","평택시","관공용","4053278"
"2016-11","경기도","평택시","수도","1499945"
"2016-11","경기도","평택시","사업자용","391337"
"2016-11","경기도","평택시","순수써비스","126209167"
"2016-11","경기도","평택시","농업.임업","15104989"
"2016-11","경기도","평택시","어업","846394"
"2016-11","경기도","평택시","금속비금속","339231"
"2016-11","경기도","평택시","목재.나무","6433619"
"2016-11","경기도","평택시","펄프.종이","32547182"
"2016-11","경기도","평택시","출판.인쇄","1308974"
"2016-11","경기도","평택시","1차금속","24185274"
"2016-11","경기도","평택시","조립금속","13466295"
"2016-11","경기도","평택시","기타기계","18607195"
"2016-11","경기도","평택시","사무기기","1320432"
"2016-11","경기도","평택시","전기기기","13662677"
"2016-11","경기도","평택시","영상.음향","105513083"
"2016-11","경기도","평택시","의료.광학","9718727"
"2016-11","경기도","평택시","자동차","60755520"
"2016-11","경기도","평택시","기타운송","768515"
"2016-11","경기도","평택시","가구및기타","2177674"
"2016-11","경기도","평택시","재생재료","2190792"
"2016-11","경기도","평택시","식료품제조","25046915"
"2016-11","경기도","평택시","음료품제조","20465"
"2016-11","경기도","평택시","섬유","4875159"
"2016-11","경기도","평택시","의복.모피","21609"
"2016-11","경기도","평택시","가죽.신발","377660"
"2016-11","경기도","평택시","석유정제","221159"
"2016-11","경기도","평택시","화학제품","25119782"
"2016-11","경기도","평택시","고무.플라","17521218"
"2016-11","경기도","평택시","유리","644212"
"2016-11","경기도","평택시","시멘트","3426425"
"2016-11","경기도","포천시","가정용","14351388"
"2016-11","경기도","포천시","국군용","4534220"
"2016-11","경기도","포천시","유엔군용","463536"
"2016-11","경기도","포천시","기타공공용","3353289"
"2016-11","경기도","포천시","관공용","5064208"
"2016-11","경기도","포천시","수도","1742971"
"2016-11","경기도","포천시","사업자용","153145"
"2016-11","경기도","포천시","순수써비스","52281138"
"2016-11","경기도","포천시","농업.임업","15810827"
"2016-11","경기도","포천시","어업","248532"
"2016-11","경기도","포천시","금속비금속","4530181"
"2016-11","경기도","포천시","목재.나무","1589733"
"2016-11","경기도","포천시","펄프.종이","4871903"
"2016-11","경기도","포천시","출판.인쇄","733621"
"2016-11","경기도","포천시","1차금속","2701778"
"2016-11","경기도","포천시","조립금속","4471167"
"2016-11","경기도","포천시","기타기계","5047046"
"2016-11","경기도","포천시","사무기기","73735"
"2016-11","경기도","포천시","전기기기","3890261"
"2016-11","경기도","포천시","영상.음향","1950916"
"2016-11","경기도","포천시","의료.광학","618507"
"2016-11","경기도","포천시","자동차","1251636"
"2016-11","경기도","포천시","기타운송","73628"
"2016-11","경기도","포천시","가구및기타","8762625"
"2016-11","경기도","포천시","재생재료","806954"
"2016-11","경기도","포천시","식료품제조","9984706"
"2016-11","경기도","포천시","음료품제조","891285"
"2016-11","경기도","포천시","섬유","35483166"
"2016-11","경기도","포천시","의복.모피","1926607"
"2016-11","경기도","포천시","가죽.신발","1183866"
"2016-11","경기도","포천시","화학제품","15274600"
"2016-11","경기도","포천시","석유정제","2042"
"2016-11","경기도","포천시","고무.플라","9235933"
"2016-11","경기도","포천시","유리","2313432"
"2016-11","경기도","포천시","시멘트","8904052"
"2016-11","경기도","하남시","가정용","21755862"
"2016-11","경기도","하남시","국군용","113706"
"2016-11","경기도","하남시","유엔군용","124308"
