"조회기간","시도","시군구","용도업종(소)","판매량"
"2017-01","강원도","인제군","음료품제조","24691"
"2017-01","강원도","인제군","화학제품","2157"
"2017-01","강원도","인제군","고무.플라","10193"
"2017-01","강원도","인제군","시멘트","133158"
"2017-01","강원도","정선군","가정용","4254254"
"2017-01","강원도","정선군","국군용","30935"
"2017-01","강원도","정선군","기타공공용","953964"
"2017-01","강원도","정선군","관공용","5054164"
"2017-01","강원도","정선군","수도","475007"
"2017-01","강원도","정선군","사업자용","45889"
"2017-01","강원도","정선군","순수써비스","33625635"
"2017-01","강원도","정선군","농업.임업","1244913"
"2017-01","강원도","정선군","어업","165172"
"2017-01","강원도","정선군","석탄.원유","2279856"
"2017-01","강원도","정선군","금속비금속","4440535"
"2017-01","강원도","정선군","목재.나무","3681"
"2017-01","강원도","정선군","펄프.종이","1752"
"2017-01","강원도","정선군","1차금속","6220716"
"2017-01","강원도","정선군","조립금속","6287"
"2017-01","강원도","정선군","기타기계","65853"
"2017-01","강원도","정선군","자동차","14895"
"2017-01","강원도","정선군","가구및기타","13081"
"2017-01","강원도","정선군","재생재료","22052"
"2017-01","강원도","정선군","식료품제조","384598"
"2017-01","강원도","정선군","음료품제조","18185"
"2017-01","강원도","정선군","섬유","17400"
"2017-01","강원도","정선군","출판.인쇄","2727"
"2017-01","강원도","정선군","의복.모피","3208"
"2017-01","강원도","정선군","가죽.신발","2529"
"2017-01","강원도","정선군","화학제품","1990173"
"2017-01","강원도","정선군","고무.플라","42882"
"2017-01","강원도","정선군","시멘트","799586"
"2017-01","강원도","철원군","가정용","4758630"
"2017-01","강원도","철원군","국군용","8110628"
"2017-01","강원도","철원군","기타공공용","597008"
"2017-01","강원도","철원군","관공용","2039737"
"2017-01","강원도","철원군","수도","859858"
"2017-01","강원도","철원군","사업자용","22918"
"2017-01","강원도","철원군","순수써비스","27036654"
"2017-01","강원도","철원군","농업.임업","5587857"
"2017-01","강원도","철원군","어업","35468"
"2017-01","강원도","철원군","금속비금속","53335"
"2017-01","강원도","철원군","목재.나무","2191"
"2017-01","강원도","철원군","펄프.종이","47671"
"2017-01","강원도","철원군","1차금속","739"
"2017-01","강원도","철원군","조립금속","70708"
"2017-01","강원도","철원군","기타기계","17114"
"2017-01","강원도","철원군","전기기기","40284"
"2017-01","강원도","철원군","의료.광학","9023"
"2017-01","강원도","철원군","자동차","23045"
"2017-01","강원도","철원군","가구및기타","33291"
"2017-01","강원도","철원군","식료품제조","928461"
"2017-01","강원도","철원군","음료품제조","535717"
"2017-01","강원도","철원군","담배제조업","473"
"2017-01","강원도","철원군","섬유","273377"
"2017-01","강원도","철원군","화학제품","315203"
"2017-01","강원도","철원군","고무.플라","48647"
"2017-01","강원도","철원군","시멘트","182637"
"2017-01","강원도","춘천시","가정용","32638861"
"2017-01","강원도","춘천시","국군용","1868388"
"2017-01","강원도","춘천시","기타공공용","12774190"
"2017-01","강원도","춘천시","관공용","7867865"
"2017-01","강원도","춘천시","수도","2057158"
"2017-01","강원도","춘천시","사업자용","235408"
"2017-01","강원도","춘천시","전철","2021126"
"2017-01","강원도","춘천시","순수써비스","92677045"
"2017-01","강원도","춘천시","농업.임업","4387125"
"2017-01","강원도","춘천시","어업","679133"
"2017-01","강원도","춘천시","금속비금속","712175"
"2017-01","강원도","춘천시","목재.나무","63683"
"2017-01","강원도","춘천시","펄프.종이","49740"
"2017-01","강원도","춘천시","출판.인쇄","186572"
"2017-01","강원도","춘천시","1차금속","274822"
"2017-01","강원도","춘천시","조립금속","351791"
"2017-01","강원도","춘천시","기타기계","260436"
"2017-01","강원도","춘천시","사무기기","14236"
"2017-01","강원도","춘천시","전기기기","269861"
"2017-01","강원도","춘천시","영상.음향","43585"
"2017-01","강원도","춘천시","의료.광학","1458169"
"2017-01","강원도","춘천시","자동차","112093"
"2017-01","강원도","춘천시","기타운송","530"
"2017-01","강원도","춘천시","가구및기타","138775"
"2017-01","강원도","춘천시","재생재료","56013"
"2017-01","강원도","춘천시","식료품제조","2677524"
"2017-01","강원도","춘천시","음료품제조","201478"
"2017-01","강원도","춘천시","섬유","84923"
"2017-01","강원도","춘천시","의복.모피","16288"
"2017-01","강원도","춘천시","가죽.신발","12063"
"2017-01","강원도","춘천시","석유정제","19980"
"2017-01","강원도","춘천시","화학제품","1017734"
"2017-01","강원도","춘천시","고무.플라","126044"
"2017-01","강원도","춘천시","유리","14471"
"2017-01","강원도","춘천시","시멘트","826715"
"2017-01","강원도","태백시","가정용","5210900"
"2017-01","강원도","태백시","국군용","34927"
"2017-01","강원도","태백시","기타공공용","1177154"
"2017-01","강원도","태백시","관공용","3032990"
"2017-01","강원도","태백시","수도","1266115"
"2017-01","강원도","태백시","사업자용","346181"
"2017-01","강원도","태백시","전철","4"
"2017-01","강원도","태백시","순수써비스","12946310"
"2017-01","강원도","태백시","농업.임업","414290"
"2017-01","강원도","태백시","어업","6131"
"2017-01","강원도","태백시","석탄.원유","5318301"
"2017-01","강원도","태백시","금속비금속","304467"
"2017-01","강원도","태백시","목재.나무","22791"
"2017-01","강원도","태백시","펄프.종이","25319"
"2017-01","강원도","태백시","출판.인쇄","4920"
"2017-01","강원도","태백시","1차금속","42067"
"2017-01","강원도","태백시","조립금속","500147"
"2017-01","강원도","태백시","기타기계","10769"
"2017-01","강원도","태백시","전기기기","11420"
"2017-01","강원도","태백시","영상.음향","5451"
"2017-01","강원도","태백시","의료.광학","4469"
"2017-01","강원도","태백시","자동차","26650"
"2017-01","강원도","태백시","가구및기타","48903"
"2017-01","강원도","태백시","재생재료","19689"
"2017-01","강원도","태백시","식료품제조","217220"
"2017-01","강원도","태백시","음료품제조","153"
"2017-01","강원도","태백시","의복.모피","874"
"2017-01","강원도","태백시","가죽.신발","17294"
"2017-01","강원도","태백시","석유정제","13651"
"2017-01","강원도","태백시","화학제품","175904"
"2017-01","강원도","태백시","고무.플라","38394"
"2017-01","강원도","태백시","시멘트","341967"
"2017-01","강원도","평창군","가정용","5100710"
"2017-01","강원도","평창군","국군용","308184"
"2017-01","강원도","평창군","기타공공용","1870882"
"2017-01","강원도","평창군","관공용","2437637"
"2017-01","강원도","평창군","수도","506634"
"2017-01","강원도","평창군","사업자용","97866"
"2017-01","강원도","평창군","순수써비스","48503698"
"2017-01","강원도","평창군","농업.임업","4543632"
"2017-01","강원도","평창군","어업","195993"
"2017-01","강원도","평창군","금속비금속","1458354"
"2017-01","강원도","평창군","목재.나무","31399"
"2017-01","강원도","평창군","펄프.종이","87054"
"2017-01","강원도","평창군","출판.인쇄","79184"
"2017-01","강원도","평창군","1차금속","14731"
"2017-01","강원도","평창군","조립금속","27939"
"2017-01","강원도","평창군","기타기계","13313"
"2017-01","강원도","평창군","전기기기","2563"
"2017-01","강원도","평창군","의료.광학","1113"
"2017-01","강원도","평창군","자동차","2600"
"2017-01","강원도","평창군","기타운송","1542"
"2017-01","강원도","평창군","가구및기타","8479"
"2017-01","강원도","평창군","재생재료","2316"
"2017-01","강원도","평창군","식료품제조","432553"
"2017-01","강원도","평창군","음료품제조","871687"
"2017-01","강원도","평창군","가죽.신발","2093"
"2017-01","강원도","평창군","화학제품","4897"
"2017-01","강원도","평창군","고무.플라","162146"
"2017-01","강원도","평창군","시멘트","522904"
"2017-01","강원도","홍천군","가정용","7691855"
"2017-01","강원도","홍천군","국군용","2217871"
"2017-01","강원도","홍천군","의복.모피","13535"
"2017-01","강원도","홍천군","기타공공용","1682680"
"2017-01","강원도","홍천군","관공용","2135943"
"2017-01","강원도","홍천군","수도","941964"
"2017-01","강원도","홍천군","사업자용","60366"
"2017-01","강원도","홍천군","순수써비스","47466555"
"2017-01","강원도","홍천군","농업.임업","4369994"
"2017-01","강원도","홍천군","어업","26738"
"2017-01","강원도","홍천군","금속비금속","291837"
"2017-01","강원도","홍천군","목재.나무","263414"
"2017-01","강원도","홍천군","펄프.종이","2099"
"2017-01","강원도","홍천군","출판.인쇄","5401"
"2017-01","강원도","홍천군","1차금속","13655"
"2017-01","강원도","홍천군","조립금속","34282"
"2017-01","강원도","홍천군","기타기계","134449"
"2017-01","강원도","홍천군","전기기기","14568"
"2017-01","강원도","홍천군","영상.음향","90727"
"2017-01","강원도","홍천군","의료.광학","884267"
"2017-01","강원도","홍천군","자동차","19406"
"2017-01","강원도","홍천군","가구및기타","51434"
"2017-01","강원도","홍천군","재생재료","2000"
"2017-01","강원도","홍천군","식료품제조","1665277"
"2017-01","강원도","홍천군","음료품제조","3267511"
"2017-01","강원도","홍천군","섬유","4140"
"2017-01","강원도","홍천군","가죽.신발","48772"
"2017-01","강원도","홍천군","화학제품","483225"
"2017-01","강원도","홍천군","고무.플라","48781"
"2017-01","강원도","홍천군","유리","3747"
"2017-01","강원도","홍천군","시멘트","647799"
"2017-01","강원도","화천군","가정용","2349741"
"2017-01","강원도","화천군","국군용","5920828"
"2017-01","강원도","화천군","기타공공용","583720"
"2017-01","강원도","화천군","관공용","1835289"
"2017-01","강원도","화천군","수도","511709"
"2017-01","강원도","화천군","사업자용","119721"
"2017-01","강원도","화천군","순수써비스","12948964"
"2017-01","강원도","화천군","농업.임업","2040183"
"2017-01","강원도","화천군","어업","218405"
"2017-01","강원도","화천군","금속비금속","1169"
"2017-01","강원도","화천군","목재.나무","21311"
"2017-01","강원도","화천군","1차금속","297"
"2017-01","강원도","화천군","조립금속","5203"
"2017-01","강원도","화천군","전기기기","88"
"2017-01","강원도","화천군","기타운송","146"
"2017-01","강원도","화천군","가구및기타","7982"
"2017-01","강원도","화천군","식료품제조","360879"
"2017-01","강원도","화천군","음료품제조","7537"
"2017-01","강원도","화천군","의복.모피","3630"
"2017-01","강원도","화천군","화학제품","2533"
"2017-01","강원도","화천군","고무.플라","34494"
"2017-01","강원도","화천군","시멘트","69819"
"2017-01","강원도","횡성군","가정용","4711051"
"2017-01","강원도","횡성군","국군용","155731"
"2017-01","강원도","횡성군","기타공공용","1229997"
"2017-01","강원도","횡성군","관공용","1916725"
"2017-01","강원도","횡성군","수도","1089211"
"2017-01","강원도","횡성군","사업자용","47286"
"2017-01","강원도","횡성군","순수써비스","33261225"
"2017-01","강원도","횡성군","농업.임업","5626739"
"2017-01","강원도","횡성군","어업","13414"
"2017-01","강원도","횡성군","금속비금속","728243"
"2017-01","강원도","횡성군","목재.나무","350568"
"2017-01","강원도","횡성군","펄프.종이","586402"
"2017-01","강원도","횡성군","출판.인쇄","5273"
"2017-01","강원도","횡성군","1차금속","239065"
"2017-01","강원도","횡성군","조립금속","572132"
"2017-01","강원도","횡성군","기타기계","367500"
"2017-01","강원도","횡성군","사무기기","4100"
"2017-01","강원도","횡성군","전기기기","79797"
"2017-01","강원도","횡성군","영상.음향","51370"
"2017-01","강원도","횡성군","의료.광학","902415"
"2017-01","강원도","횡성군","자동차","12085"
"2017-01","강원도","횡성군","가구및기타","300144"
"2017-01","강원도","횡성군","재생재료","4608"
"2017-01","강원도","횡성군","식료품제조","6401331"
"2017-01","강원도","횡성군","음료품제조","72173"
"2017-01","강원도","횡성군","섬유","45559"
"2017-01","강원도","횡성군","의복.모피","4451"
"2017-01","강원도","횡성군","가죽.신발","9336"
"2017-01","강원도","횡성군","석유정제","18472"
"2017-01","강원도","횡성군","화학제품","599936"
"2017-01","강원도","횡성군","고무.플라","1259835"
"2017-01","강원도","횡성군","유리","7696"
"2017-01","강원도","횡성군","시멘트","387046"
"2017-01","강원도","","가정용","204"
"2017-01","충청북도","괴산군","가정용","3918749"
"2017-01","충청북도","괴산군","국군용","1883104"
"2017-01","충청북도","괴산군","기타공공용","3085203"
"2017-01","충청북도","괴산군","관공용","1325282"
"2017-01","충청북도","괴산군","수도","323453"
"2017-01","충청북도","괴산군","사업자용","52112"
"2017-01","충청북도","괴산군","순수써비스","17929842"
"2017-01","충청북도","괴산군","농업.임업","4968164"
"2017-01","충청북도","괴산군","어업","152548"
"2017-01","충청북도","괴산군","금속비금속","1280239"
"2017-01","충청북도","괴산군","목재.나무","643601"
"2017-01","충청북도","괴산군","펄프.종이","7728"
"2017-01","충청북도","괴산군","1차금속","196992"
"2017-01","충청북도","괴산군","담배제조업","1416"
"2017-01","충청북도","괴산군","조립금속","740611"
"2017-01","충청북도","괴산군","기타기계","170858"
"2017-01","충청북도","괴산군","전기기기","924167"
"2017-01","충청북도","괴산군","영상.음향","532205"
"2017-01","충청북도","괴산군","의료.광학","15814"
"2017-01","충청북도","괴산군","자동차","189950"
"2017-01","충청북도","괴산군","가구및기타","96730"
"2017-01","충청북도","괴산군","재생재료","76096"
"2017-01","충청북도","괴산군","식료품제조","2320066"
"2017-01","충청북도","괴산군","음료품제조","157486"
"2017-01","충청북도","괴산군","섬유","1547970"
"2017-01","충청북도","괴산군","의복.모피","47132"
"2017-01","충청북도","괴산군","가죽.신발","19754"
"2017-01","충청북도","괴산군","석유정제","163077"
"2017-01","충청북도","괴산군","화학제품","3846588"
"2017-01","충청북도","괴산군","고무.플라","1345386"
"2017-01","충청북도","괴산군","시멘트","2310808"
"2017-01","충청북도","단양군","가정용","3161949"
"2017-01","충청북도","단양군","국군용","98456"
"2017-01","충청북도","단양군","기타공공용","1005987"
"2017-01","충청북도","단양군","관공용","3245833"
"2017-01","충청북도","단양군","수도","452918"
"2017-01","충청북도","단양군","사업자용","49119"
"2017-01","충청북도","단양군","순수써비스","18227349"
"2017-01","충청북도","단양군","농업.임업","868905"
"2017-01","충청북도","단양군","어업","4008"
"2017-01","충청북도","단양군","금속비금속","2487623"
"2017-01","충청북도","단양군","목재.나무","16857"
"2017-01","충청북도","단양군","펄프.종이","16006"
"2017-01","충청북도","단양군","1차금속","478"
"2017-01","충청북도","단양군","조립금속","4039988"
"2017-01","충청북도","단양군","기타기계","9292"
"2017-01","충청북도","단양군","전기기기","112821"
"2017-01","충청북도","단양군","의료.광학","3433"
"2017-01","충청북도","단양군","자동차","7970"
"2017-01","충청북도","단양군","가구및기타","120953"
"2017-01","충청북도","단양군","식료품제조","399776"
"2017-01","충청북도","단양군","음료품제조","18201"
"2017-01","충청북도","단양군","섬유","29453"
"2017-01","충청북도","단양군","가죽.신발","302"
"2017-01","충청북도","단양군","석유정제","17399"
"2017-01","충청북도","단양군","화학제품","165310"
"2017-01","충청북도","단양군","고무.플라","2774"
"2017-01","충청북도","단양군","시멘트","128484217"
"2017-01","충청북도","보은군","가정용","3451190"
"2017-01","충청북도","보은군","국군용","20680"
"2017-01","충청북도","보은군","기타공공용","878608"
"2017-01","충청북도","보은군","관공용","1887461"
"2017-01","충청북도","보은군","수도","332253"
"2017-01","충청북도","보은군","사업자용","35774"
"2017-01","충청북도","보은군","순수써비스","14487848"
"2017-01","충청북도","보은군","농업.임업","3078183"
"2017-01","충청북도","보은군","어업","82529"
"2017-01","충청북도","보은군","금속비금속","38547"
"2017-01","충청북도","보은군","목재.나무","16521"
"2017-01","충청북도","보은군","펄프.종이","26352"
"2017-01","충청북도","보은군","출판.인쇄","9589"
"2017-01","충청북도","보은군","1차금속","982385"
"2017-01","충청북도","보은군","조립금속","270157"
"2017-01","충청북도","보은군","기타기계","2258325"
"2017-01","충청북도","보은군","전기기기","60445"
"2017-01","충청북도","보은군","영상.음향","64026"
"2017-01","충청북도","보은군","의료.광학","105938"
"2017-01","충청북도","보은군","기타운송","43311"
"2017-01","충청북도","보은군","가구및기타","577"
"2017-01","충청북도","보은군","재생재료","12368"
"2017-01","충청북도","보은군","식료품제조","1327597"
"2017-01","충청북도","보은군","음료품제조","16991"
"2017-01","충청북도","보은군","섬유","1774"
"2017-01","충청북도","보은군","의복.모피","0"
"2017-01","충청북도","보은군","가죽.신발","1969"
"2017-01","충청북도","보은군","화학제품","2887424"
"2017-01","충청북도","보은군","고무.플라","514760"
"2017-01","충청북도","보은군","시멘트","524879"
"2017-01","충청북도","영동군","가정용","5166180"
"2017-01","충청북도","영동군","국군용","797274"
"2017-01","충청북도","영동군","기타공공용","1269917"
"2017-01","충청북도","영동군","관공용","2290242"
"2017-01","충청북도","영동군","수도","585687"
"2017-01","충청북도","영동군","사업자용","26332"
"2017-01","충청북도","영동군","순수써비스","16662745"
"2017-01","충청북도","영동군","농업.임업","3039355"
"2017-01","충청북도","영동군","어업","203911"
"2017-01","충청북도","영동군","금속비금속","172051"
"2017-01","충청북도","영동군","목재.나무","42041"
"2017-01","충청북도","영동군","펄프.종이","47388"
"2017-01","충청북도","영동군","1차금속","5457173"
"2017-01","충청북도","영동군","조립금속","486171"
"2017-01","충청북도","영동군","기타기계","595762"
"2017-01","충청북도","영동군","전기기기","14081"
"2017-01","충청북도","영동군","영상.음향","6206"
"2017-01","충청북도","영동군","의료.광학","7971"
"2017-01","충청북도","영동군","자동차","521777"
"2017-01","충청북도","영동군","기타운송","753"
"2017-01","충청북도","영동군","가구및기타","756188"
"2017-01","충청북도","영동군","재생재료","11156"
"2017-01","충청북도","영동군","식료품제조","885525"
"2017-01","충청북도","영동군","음료품제조","14584"
"2017-01","충청북도","영동군","섬유","4747"
"2017-01","충청북도","영동군","의복.모피","15154"
"2017-01","충청북도","영동군","가죽.신발","3382"
"2017-01","충청북도","영동군","화학제품","402772"
"2017-01","충청북도","영동군","고무.플라","934509"
"2017-01","충청북도","영동군","시멘트","1085460"
"2017-01","충청북도","옥천군","가정용","5222345"
"2017-01","충청북도","옥천군","국군용","100750"
"2017-01","충청북도","옥천군","기타공공용","1097305"
"2017-01","충청북도","옥천군","관공용","14081582"
"2017-01","충청북도","옥천군","수도","532536"
"2017-01","충청북도","옥천군","사업자용","89594"
"2017-01","충청북도","옥천군","순수써비스","17845686"
"2017-01","충청북도","옥천군","농업.임업","3421312"
"2017-01","충청북도","옥천군","어업","113778"
"2017-01","충청북도","옥천군","금속비금속","343763"
"2017-01","충청북도","옥천군","목재.나무","45834"
"2017-01","충청북도","옥천군","펄프.종이","375822"
"2017-01","충청북도","옥천군","출판.인쇄","57493"
"2017-01","충청북도","옥천군","1차금속","1426280"
"2017-01","충청북도","옥천군","조립금속","968590"
"2017-01","충청북도","옥천군","기타기계","1464014"
"2017-01","충청북도","옥천군","전기기기","1305952"
"2017-01","충청북도","옥천군","영상.음향","370068"
"2017-01","충청북도","옥천군","의료.광학","267141"
"2017-01","충청북도","옥천군","자동차","1206953"
"2017-01","충청북도","옥천군","기타운송","494"
"2017-01","충청북도","옥천군","가구및기타","173173"
"2017-01","충청북도","옥천군","재생재료","3784"
"2017-01","충청북도","옥천군","식료품제조","2427836"
"2017-01","충청북도","옥천군","음료품제조","126752"
"2017-01","충청북도","옥천군","섬유","1962677"
"2017-01","충청북도","옥천군","의복.모피","5410"
"2017-01","충청북도","옥천군","가죽.신발","1830"
"2017-01","충청북도","옥천군","석유정제","14810"
"2017-01","충청북도","옥천군","화학제품","1722006"
"2017-01","충청북도","옥천군","고무.플라","2775147"
"2017-01","충청북도","옥천군","유리","47236"
"2017-01","충청북도","옥천군","시멘트","433090"
"2017-01","충청북도","음성군","가정용","11067155"
"2017-01","충청북도","음성군","국군용","542993"
"2017-01","충청북도","음성군","기타공공용","3176331"
"2017-01","충청북도","음성군","관공용","2730242"
"2017-01","충청북도","음성군","수도","447551"
"2017-01","충청북도","음성군","사업자용","80458"
"2017-01","충청북도","음성군","순수써비스","39918889"
"2017-01","충청북도","음성군","농업.임업","13557756"
"2017-01","충청북도","음성군","어업","52406"
"2017-01","충청북도","음성군","금속비금속","368663"
"2017-01","충청북도","음성군","목재.나무","1334316"
"2017-01","충청북도","음성군","펄프.종이","2789824"
"2017-01","충청북도","음성군","출판.인쇄","745488"
"2017-01","충청북도","음성군","1차금속","6583794"
"2017-01","충청북도","음성군","조립금속","13482384"
"2017-01","충청북도","음성군","기타기계","10585848"
"2017-01","충청북도","음성군","전기기기","9737965"
"2017-01","충청북도","음성군","영상.음향","22534811"
"2017-01","충청북도","음성군","의료.광학","7988241"
"2017-01","충청북도","음성군","자동차","9591195"
"2017-01","충청북도","음성군","기타운송","807176"
"2017-01","충청북도","음성군","가구및기타","8950130"
"2017-01","충청북도","음성군","재생재료","923717"
"2017-01","충청북도","음성군","식료품제조","25174386"
"2017-01","충청북도","음성군","음료품제조","845848"
"2017-01","충청북도","음성군","담배제조업","38250"
"2017-01","충청북도","음성군","섬유","4297640"
"2017-01","충청북도","음성군","의복.모피","24400"
"2017-01","충청북도","음성군","가죽.신발","1322826"
"2017-01","충청북도","음성군","석유정제","76993"
"2017-01","충청북도","음성군","화학제품","23890929"
"2017-01","충청북도","음성군","고무.플라","20333183"
"2017-01","충청북도","음성군","유리","5742119"
"2017-01","충청북도","음성군","시멘트","8408960"
"2017-01","충청북도","제천시","가정용","14869248"
"2017-01","충청북도","제천시","국군용","341482"
"2017-01","충청북도","제천시","기타공공용","3731750"
"2017-01","충청북도","제천시","관공용","5291070"
"2017-01","충청북도","제천시","수도","1417807"
"2017-01","충청북도","제천시","사업자용","205246"
"2017-01","충청북도","제천시","순수써비스","51518537"
"2017-01","충청북도","제천시","농업.임업","3413235"
"2017-01","충청북도","제천시","어업","85445"
"2017-01","충청북도","제천시","석탄.원유","72514"
"2017-01","충청북도","제천시","금속비금속","730209"
"2017-01","충청북도","제천시","목재.나무","416244"
"2017-01","충청북도","제천시","펄프.종이","284478"
"2017-01","충청북도","제천시","출판.인쇄","7411"
"2017-01","충청북도","제천시","1차금속","678554"
"2017-01","충청북도","제천시","조립금속","9192947"
"2017-01","충청북도","제천시","기타기계","213316"
"2017-01","충청북도","제천시","사무기기","2640"
"2017-01","충청북도","제천시","전기기기","166512"
"2017-01","충청북도","제천시","영상.음향","221633"
"2017-01","충청북도","제천시","의료.광학","3517786"
"2017-01","충청북도","제천시","자동차","9133073"
"2017-01","충청북도","제천시","기타운송","46416"
"2017-01","충청북도","제천시","가구및기타","53859"
"2017-01","충청북도","제천시","재생재료","96063"
"2017-01","충청북도","제천시","식료품제조","4157217"
"2017-01","충청북도","제천시","음료품제조","27025"
"2017-01","충청북도","제천시","섬유","33563"
"2017-01","충청북도","제천시","의복.모피","100597"
"2017-01","충청북도","제천시","가죽.신발","580"
"2017-01","충청북도","제천시","석유정제","118374"
"2017-01","충청북도","제천시","화학제품","897210"
"2017-01","충청북도","제천시","고무.플라","290479"
"2017-01","충청북도","제천시","유리","11815"
"2017-01","충청북도","제천시","시멘트","31233842"
"2017-01","충청북도","증평군","가정용","4144786"
"2017-01","충청북도","증평군","국군용","812880"
"2017-01","충청북도","증평군","기타공공용","890289"
"2017-01","충청북도","증평군","관공용","1974013"
"2017-01","충청북도","증평군","수도","149935"
"2017-01","충청북도","증평군","사업자용","35715"
"2017-01","충청북도","증평군","순수써비스","9316234"
"2017-01","충청북도","증평군","농업.임업","1035311"
"2017-01","충청북도","증평군","어업","3281"
"2017-01","충청북도","증평군","금속비금속","22885"
"2017-01","충청북도","증평군","목재.나무","13191"
"2017-01","충청북도","증평군","펄프.종이","6419"
"2017-01","충청북도","증평군","출판.인쇄","2235"
"2017-01","충청북도","증평군","1차금속","762004"
"2017-01","충청북도","증평군","조립금속","442287"
"2017-01","충청북도","증평군","기타기계","67033"
"2017-01","충청북도","증평군","전기기기","152659"
"2017-01","충청북도","증평군","영상.음향","7616277"
"2017-01","충청북도","증평군","사무기기","909"
"2017-01","충청북도","증평군","의료.광학","32433"
"2017-01","충청북도","증평군","자동차","15312"
"2017-01","충청북도","증평군","기타운송","3440241"
"2017-01","충청북도","증평군","가구및기타","89478"
"2017-01","충청북도","증평군","재생재료","2565"
"2017-01","충청북도","증평군","식료품제조","2524397"
"2017-01","충청북도","증평군","음료품제조","73795"
"2017-01","충청북도","증평군","섬유","111314"
"2017-01","충청북도","증평군","의복.모피","830"
"2017-01","충청북도","증평군","가죽.신발","342"
"2017-01","충청북도","증평군","화학제품","9521193"
"2017-01","충청북도","증평군","고무.플라","2053654"
"2017-01","충청북도","증평군","시멘트","144052"
"2017-01","충청북도","진천군","가정용","8439642"
"2017-01","충청북도","진천군","국군용","350831"
"2017-01","충청북도","진천군","기타공공용","1114049"
"2017-01","충청북도","진천군","관공용","2858196"
"2017-01","충청북도","진천군","수도","842697"
"2017-01","충청북도","진천군","사업자용","144240"
"2017-01","충청북도","진천군","순수써비스","29361069"
"2017-01","충청북도","진천군","농업.임업","10324903"
"2017-01","충청북도","진천군","어업","171925"
"2017-01","충청북도","진천군","금속비금속","1112374"
"2017-01","충청북도","진천군","목재.나무","1253898"
"2017-01","충청북도","진천군","펄프.종이","746349"
"2017-01","충청북도","진천군","출판.인쇄","51165"
"2017-01","충청북도","진천군","1차금속","13041330"
"2017-01","충청북도","진천군","조립금속","9479725"
"2017-01","충청북도","진천군","기타기계","4504855"
"2017-01","충청북도","진천군","사무기기","827645"
"2017-01","충청북도","진천군","전기기기","15199317"
"2017-01","충청북도","진천군","영상.음향","6221760"
"2017-01","충청북도","진천군","의료.광학","3353999"
"2017-01","충청북도","진천군","자동차","14964951"
"2017-01","충청북도","진천군","기타운송","1075593"
"2017-01","충청북도","진천군","가구및기타","16093218"
"2017-01","충청북도","진천군","재생재료","189849"
"2017-01","충청북도","진천군","식료품제조","13524142"
"2017-01","충청북도","진천군","음료품제조","928122"
"2017-01","충청북도","진천군","담배제조업","718344"
"2017-01","충청북도","진천군","섬유","1244341"
"2017-01","충청북도","진천군","의복.모피","50068"
"2017-01","충청북도","진천군","가죽.신발","2536721"
"2017-01","충청북도","진천군","석유정제","1137649"
"2017-01","충청북도","진천군","화학제품","10924411"
"2017-01","충청북도","진천군","고무.플라","24438978"
"2017-01","충청북도","진천군","유리","2205144"
"2017-01","충청북도","진천군","시멘트","2251703"
"2017-01","충청북도","청주시","가정용","96214467"
"2017-01","충청북도","청주시","국군용","1796739"
"2017-01","충청북도","청주시","기타공공용","21892534"
"2017-01","충청북도","청주시","관공용","31807887"
"2017-01","충청북도","청주시","수도","11904833"
"2017-01","충청북도","청주시","사업자용","642442"
"2017-01","충청북도","청주시","순수써비스","211114567"
"2017-01","충청북도","청주시","농업.임업","11210342"
"2017-01","충청북도","청주시","어업","339833"
"2017-01","충청북도","청주시","금속비금속","1931785"
"2017-01","충청북도","청주시","목재.나무","1387142"
"2017-01","충청북도","청주시","펄프.종이","68561769"
"2017-01","충청북도","청주시","출판.인쇄","1214730"
"2017-01","충청북도","청주시","1차금속","2338924"
"2017-01","충청북도","청주시","조립금속","9716015"
"2017-01","충청북도","청주시","기타기계","10653002"
"2017-01","충청북도","청주시","사무기기","1423885"
"2017-01","충청북도","청주시","전기기기","52232342"
"2017-01","충청북도","청주시","영상.음향","292155408"
"2017-01","충청북도","청주시","의료.광학","25641755"
"2017-01","충청북도","청주시","자동차","5368093"
"2017-01","충청북도","청주시","기타운송","855657"
"2017-01","충청북도","청주시","가구및기타","10337764"
"2017-01","충청북도","청주시","재생재료","2766143"
"2017-01","충청북도","청주시","식료품제조","21615109"
"2017-01","충청북도","청주시","음료품제조","5516531"
"2017-01","충청북도","청주시","섬유","9010942"
"2017-01","충청북도","청주시","의복.모피","475849"
"2017-01","충청북도","청주시","가죽.신발","2347763"
"2017-01","충청북도","청주시","석유정제","835408"
"2017-01","충청북도","청주시","화학제품","42182110"
"2017-01","충청북도","청주시","고무.플라","29294233"
"2017-01","충청북도","청주시","유리","5030228"
"2017-01","충청북도","청주시","시멘트","6689956"
"2017-01","충청북도","충주시","가정용","23495843"
"2017-01","충청북도","충주시","국군용","2064998"
"2017-01","충청북도","충주시","기타공공용","8286364"
"2017-01","충청북도","충주시","관공용","5283417"
"2017-01","충청북도","충주시","수도","5394136"
"2017-01","충청북도","충주시","사업자용","264977"
"2017-01","충청북도","충주시","순수써비스","72705482"
"2017-01","충청북도","충주시","농업.임업","7737907"
"2017-01","충청북도","충주시","어업","908019"
"2017-01","충청북도","충주시","금속비금속","2122605"
